numMintedSecondaryEvents,numSNXHolders,numsUSDHolders
4140,2649,2647

account,totalDeposited,SNX,sUSD
0x56E09267e1a26163E8233DdF03edFa27026B74dE,197.930330681974809292,197.930330681974809292,747.864265786072258619
0xDCB87abf8aDA15EBb94B29526A152B29C27fba3B,478.208533209982419311,478.208533209982419311,1242.756998575045501765
0x5A4DDb0856fEE6b33f11CC264F369E77b0F0339C,165.0,165.0,630.76390401257653214
0xcdb7361E0793350BE029F2B1139621597e4CB053,224.034866248072537521,249.616937089017572479,898.336789633304730214
0xf8a099545c0f2c3D3E547C048c2F5589e53B54d5,1432.441481764662516962,1432.441481764662516962,5104.366224611296863688
0x04ADA96a5c5A1FDf7E315F14aeB2CE9EB61efb5E,5918.971185538810049424,813.666002317182684584,3310.479548526210595595
0xFA5d1ec237a4c35aa3a566a0a0fBC9b4a08e6205,2288.140558291058655784,0.0,0.0
0xa4651AE752aD769FCc799422f588d2EcFE43510F,89.763648137281723603,89.763648137281723603,362.340164109093435517
0xdf3910d26836318379903A47bD26d0E05Cc9a0f5,41.05694450876266178,41.05694450876266178,144.91085553752750491
0x6AaaF98e8522491bc1006CD8cF95515220144DD3,790.137878358988141327,0.0,0.0
0xBb5F1370ec7bD5925Cba7754910cA4B448D3C014,1109.706251084481321746,1240.290312448645919607,4300.49563552814387446
0x5e58dDa796c8A6Ae08a55497B57C68262979Ec5E,308.111438708126076344,425.390541570996943877,1498.074899508310094804
0xdb527a9f967d22B9A2801f21DcDaf819fcD9509E,85.244087714378119672,85.244087714378119672,311.250987905070567376
0xAC60913f8E9821E9006507b05E1956f5A82749c1,2614.829841249953434154,2616.288810696275643463,9519.502791127062036498
0x5B2E846fED34400177ae8F46c3f4934B4388C8C7,194.798776246978952269,194.798776246978952269,722.207441975324992889
0xc63fc0aE83555e2553762EdD887433573F77CFc2,2508.329791800280280868,2508.329791800280280868,8333.663697175550852317
0x0C4fCEE37B1cbCCa6b794AE3322735D6f41B74AD,109.508378883013453293,109.508378883013453293,385.722340988241156237
0xb08F95dbC639621DbAf48A472AE8Fce0f6f56a6e,100.805052640338020137,0.0,1.122502790214545783
0xc00696aAA55cDd53Eb25E83cCF23552db5004748,6246.390593334444038447,0.0,102.015847366318388907
0x6710123a0bD6B3B570965E7271816405BCBDaAA0,179.89198521,179.89198521,0.0
0x5497E9ADDfeCfca85d03CCA47378F2eDaF04b5bF,4416.010342280249710875,4416.010342280249710875,15793.996684876460156318
0xdc36892c8866ce2f1294790dDD957ae571e9203A,196.0,0.0,0.0
0x2Bc522Ea2570C27A46962F768e1349991b6BEDb2,769.54133800006389147,0.0,0.0
0x700230Dc176fd68f9b0a29ABd4B20892ba5fE2dD,247.153507195649467128,247.153507195649467128,861.885413715710511436
0xCd4EF8cd33A4EF7A59B368E1a72249B5eb5C4eCe,1935.442866294183097122,1935.442866294183097122,6926.478358572916449073
0x89C81DeC7aB1601E604D90451f6F101A4482963a,1942.326444425524482734,0.0,0.0
0x51e432dF264c3315Bb0D1aA70D265cDF0792c679,1283.846343439231784928,1283.846343439231784928,4028.046338735968546537
0x4B4461B8152eBe4bbf1c6900C80f8072EBa56961,78.59054,0.0,0.0
0xaa6301a24F583c202e6f91110B02988813EaCC3c,103.271723596585282481,0.0,2.352879795072999952
0x3aC27d3f88d9c84499Fb73FCfCaA2553d49C4be9,14.043572825098576822,0.0,0.0
0xad0E907A3f3C517AcbFd9054b43f743e4eDbBE95,893.227916251086531718,893.227916251086531718,2550.0
0xD1818A80DAc94Fa1dB124B9B1A1BB71Dc20f228d,757.191754363761012811,281.163816435709134833,1172.616760579350871142
0xa25A9b7c73158B3B34215925796Ce6Aa8100C13a,158587.705174918956253305,0.0,27781.69578789299244651
0x3877b93D5411bf5F5CB92D7e7650935FD0212D8a,3867.489369984095182992,2000.0,7055.418777106329571604
0xeeA9fDCF2a9d3C23c5FD72b5bA4A0DCc663f355B,1953.886924335961076931,1953.886924335961076931,6892.991857204799503853
0x52EebD82826a7B530839424cEAb6CA3643eB0Ef1,390.912658907036833835,390.912658907036833835,10835.608629135715088517
0xAE3D1e2bE4d7c3DC21EB512794524AfC27EaAc42,3499.7,0.0,0.0
0xE191468e32443fA79E8Ae8164c0c0B319EA704A4,31.490182920809407974,31.490182920809407974,70.0
0x0E7aF95de26BF10E6B9f00D846C22757aa582B9C,2494.632819149673425149,2494.632819149673425149,8602.158214464032589209
0xc5D16847874F3C47C5dfEc353d01105896459D0f,203.108296943885262537,0.0,0.0
0x70304C513448d6445025bD730EC797832725e2f1,600.770203642463571655,1041.338490336094840713,3789.051657415871215091
0x928efa31DB4D805DC355945A5AB3c8c7a8DB2FE2,256.344426760058722565,256.344426760058722565,898.88079369868860927
0x0d8A9757997939DF3d2d8cA9d56Db4e8cF9014E6,100.115896665022200145,0.0,0.0
0x5993BabE0fc029E1dE368Ed3C831F0Dbb914B010,527.454506739024985467,527.454506739024985467,1901.064914002344270936
